4.76553	-5.3957	2.20462
4.34581	-3.20813	-1.24366
6.27003	4.87823	0.0515555
-3.49179	-2.51702	-3.7992
-0.221746	-6.10214	-5.21132
-0.165016	1.22334	-5.14003
5.03998	-0.610042	4.43588
0.255861	-3.46189	-1.58672
-4.54666	5.80968	-0.613492
-4.09282	4.91042	1.45141
5.73761	-3.32696	-0.125918
3.28135	1.76113	1.12406
5.19369	-4.58461	-4.45198
-3.87778	5.67168	-1.95087
-1.7458	3.83945	-1.86002
2.80029	-3.61483	-1.29694
4.80386	5.58965	5.29565
1.14553	3.92799	-2.6117
1.67258	3.02759	-5.33245
-2.35105	2.15824	-1.86922
-0.917075	-2.48674	-3.56576
-1.05775	5.45434	-2.06625
1.05238	1.22794	5.81926
3.65929	-5.75984	-3.30588
-3.89695	0.798248	-5.00664
5.82807	-0.370088	-0.189931
-4.58691	2.90685	3.82565
-0.803231	-2.54194	2.8827
2.61247	-4.1553	5.26844
-6.09026	-0.0768542	-4.95604
-2.82559	-3.11652	4.14802
3.7762	1.64384	1.96505
-3.00919	-0.157733	-4.66549
-1.08765	0.991821	0.0297067
5.41525	4.95412	1.05813
-3.43429	5.73876	0.0944865
5.7518	5.10745	-1.32645
5.2784	1.94934	3.42816
-5.82386	-5.17069	6.17842
3.29745	4.22046	-1.82361
1.38357	2.52699	-0.549478
3.01609	0.408036	-2.10189
0.969206	-6.23247	-1.16853
-4.4171	-0.535679	4.22889
-1.27739	2.5703	3.76854
1.59171	-6.18571	-6.01475
5.0304	4.50565	5.25656
-6.03046	4.31399	-1.72893
4.84948	-2.25369	2.12451
5.97105	5.72841	-3.83638
-5.51261	-2.93253	2.49287
6.16156	5.42598	-3.84673
-1.25976	5.05608	-0.69782
3.86858	-2.28588	2.6485
-0.102536	5.10055	2.15901
3.34459	2.39359	0.755317
-2.40893	-5.84801	5.33437
-5.56589	-1.49281	-3.6018
3.48029	-2.56954	-2.63317
5.64983	5.28952	-0.467833
-3.32044	3.04714	0.485082
-5.6069	-2.88883	1.49779
3.90845	5.65213	2.39129
2.39436	5.14846	-2.20424
2.96205	-4.13575	-6.03238
1.62429	-5.69966	-3.50482
-4.7387	2.59943	-6.05691
4.23349	0.997954	-4.49453
-0.483165	3.12725	0.948123
2.92027	-2.18277	-2.47754
1.83549	-0.0396728	-3.77927
3.09544	-2.52699	-2.55574
-1.77263	-1.4035	-5.25426
5.90972	4.05487	2.29777
2.78687	-1.96352	5.55247
-1.13441	-6.17804	2.22187
5.25656	2.90838	-2.08924
6.04656	2.72631	-5.20634
1.33412	4.70842	-3.202
-5.69392	3.94371	-2.80566
-6.09831	6.18954	4.83798
-5.7541	-2.9379	3.11652
-2.86085	-4.74713	-3.78809
4.12617	2.65923	5.21554
-1.72778	-1.0681	0.0822205
3.99354	0.677505	-4.11083
3.55426	4.95297	-1.79256
4.81115	1.1417	-3.21503
-4.67047	4.75633	3.68344
2.06433	3.65201	-0.942374
-6.05385	0.0626716	-0.395004
-3.26793	-4.01616	2.39896
2.73474	2.41583	5.72765
-1.51888	-5.43211	4.88359
-5.83881	-4.61182	4.17101
4.65591	-5.17031	0.0170574
-2.75774	-5.08522	-2.21229
4.00887	5.92582	4.8008
4.36612	1.25209	-5.29642
-0.22098	1.20916	0.382354
5.73071	0.0542387	1.1486
-2.71021	5.91662	-5.76866
5.01047	4.33584	1.79678
-3.54813	-1.78144	5.57815
-1.28007	-5.80661	-1.99227
-5.35583	5.90589	4.70535
-6.07723	4.7732	2.76886
5.26997	2.09538	-0.196064
1.27241	-1.97272	4.69309
-4.72643	5.63412	-1.17734
-4.7364	-0.0143742	5.98332
-4.78508	-0.7603	-0.562894
0.887177	-2.9563	4.68159
-4.62562	-5.22704	-2.58985
-0.0833705	0.432568	3.79422
-1.30269	1.0129	-5.20864
4.47766	-1.50009	5.57317
-5.3773	-2.91145	-1.9179
4.12578	5.44975	-1.37092
-2.79339	4.75288	-0.948507
-0.104453	5.50609	0.616558
0.130135	-0.963839	4.32051
5.47658	-0.772566	-1.0359
-2.2487	-5.15114	-0.890243
-1.76343	-3.46994	-1.54571
1.57752	0.257011	0.605059
-2.5772	-4.41825	1.29655
0.591643	-1.60052	-1.3391
0.319491	4.92039	2.16207
-2.0145	2.6669	4.30632
-2.69143	3.17172	5.60039
4.68235	2.73168	-1.47594
0.772566	-2.6117	0.774866
-0.411486	-0.230946	4.75748
-1.64422	2.61055	5.00089
2.54194	0.510381	4.0725
-1.28161	-2.2648	5.0925
-2.65271	-3.59068	-4.4309
6.17344	-4.4677	-2.84284
-2.09078	-5.16264	5.20902
2.89075	4.04759	2.55497
-0.587043	-5.00242	-1.46905
0.0201239	3.53855	-4.22774
-2.08618	3.97898	6.21752
0.173066	-5.08253	1.14323
1.47288	3.53778	-3.71947
4.49031	1.71781	1.79064
0.560978	-1.3874	0.687471
0.996804	-0.0392895	-0.584743
2.85434	1.48553	-1.3552
-1.18041	3.7969	0.629974
4.61221	-0.372771	-6.04503
4.9867	2.65961	2.39283
-1.88379	-5.85567	-3.44924
0.196448	-5.26882	-4.74867
-0.133201	5.60422	5.9446
0.286526	2.49134	-4.23311
5.75793	3.69417	3.29821
-1.9547	3.14527	3.24072
2.60557	3.14105	6.13012
3.24187	4.37034	-1.86117
0.987605	1.957	-0.115569
0.291892	-3.11959	2.59522
6.27655	5.45894	2.3844
0.664855	-1.40848	3.28901
2.57069	-2.75199	-3.26601
-5.81044	-5.45779	5.5908
0.111352	-4.34427	-3.2066
2.32268	0.76145	-5.01967
4.86059	4.0863	3.41014
-5.20443	0.932791	-5.78438
1.10911	-3.62633	5.08177
3.07397	1.3713	-2.98083
5.03653	-4.93036	5.6115
-3.77314	-4.00964	-2.97048
0.872228	4.07174	3.44464
-0.510381	-5.0189	1.95355
5.04995	3.30473	4.79773
-1.20571	-0.39807	3.2549
-1.18348	-2.88193	-0.557145
-1.44681	1.47748	4.89241
-0.341723	-2.60135	6.22749
2.50399	2.3039	-6.04081
-1.87996	-5.46201	2.82904
-0.0159075	-1.84162	-1.60665
5.89937	-1.14668	-1.81441
1.85657	-2.23644	-0.344023
-2.22915	-2.17856	5.03538
2.82904	1.6837	4.1691
-5.34932	1.06695	-3.40861
-1.957	-5.0281	-0.542962
-4.76668	6.15044	-5.59962
5.3014	5.11588	-2.42963
5.7196	-3.49945	-3.20008
0.660639	-5.15613	-1.84737
-4.57426	0.255094	2.8275
-1.72816	-3.47185	1.55529
5.66248	-2.2188	-5.2922
-2.62742	-2.44803	-4.13307
2.83939	-2.66613	-2.57873
-3.2457	3.05404	5.13428
-4.14418	-4.95067	-5.65903
1.79141	0.174982	-1.73545
5.04803	-3.11729	2.16092
-3.25336	-2.51664	-4.42937
5.38918	-0.905576	0.748034
-5.27035	0.747268	-4.51983
-0.188015	-4.76017	-0.599309
2.25062	0.647223	-2.0352
-0.993738	-0.46515	3.30166
-5.29489	5.96147	-5.05723
-1.34524	1.72011	-3.75167
-2.72746	3.17594	-2.99041
0.357822	0.151217	-1.52769
-2.52929	-4.1783	-1.41193
-3.68344	-4.48916	-5.9814
-4.92844	2.18622	-1.19881
-3.93183	-1.68753	-5.62569
-4.65169	5.77633	-2.93062
2.24755	-5.15498	-5.39416
1.76956	2.57299	-5.55324
-3.76279	-4.76247	-4.09397
4.53325	3.3009	-2.93637
-2.0559	1.77608	-4.49875
1.47211	2.13141	-4.56928
5.27917	4.516	0.710853
-2.8574	-4.21088	3.56116
4.20935	-5.92122	-5.74835
0.980322	-1.415	2.96051
2.40318	-5.09365	4.77857
5.30715	-3.51823	-1.64805
-3.46189	3.91611	4.32741
2.59943	0.0780041	5.89784
-0.360505	-1.39545	-2.33188
5.18296	-3.59835	-0.113269
3.43697	2.63585	2.71788
5.91739	1.83204	-4.90237
0.388104	-5.57087	-3.58148
-1.08305	-3.92301	-5.48731
0.268894	-4.4217	-0.378521
-5.0097	-1.54839	0.83313
1.75615	-1.9179	-2.35335
2.92103	-6.18571	0.114035
-3.75972	-3.97706	-0.171149
-0.757234	-5.4164	2.97546
1.82783	-5.9423	-2.62397
-3.76624	-3.1353	1.91139
